"X_COORD","Y_COORD","BOUGUER","GRTOPISO","PROF_MOHO","S_DEPTH","TOPO_ISO","BENPENTE","DIST_SEIS","DIST_SUBS","DIST_VOL","NBR_SEISM","DIST_112","DIST_135","DIST_157","DIST_180","DIST_22","DIST_45","DIST_67","DIST_90","AGE","ROCK","OR"
5306774.0,-3554293.2,-169.0,-3.0E-4,40340.1,-52.0,-64.0,0.0274,4350.322,346784.6,176158.78,41.0,533496.3,220287.6,73569.16,52274.523,6749.7266,5073.351,219566.9,160079.67,"PROTEROZOIC","PLUTONIC","STERILE"
5430160.0,-2738404.8,-396.0,-5.0E-4,62427.8,-101.0,-90.0,0.0559,5069.0986,343227.72,47761.973,7.0,252677.1,192266.86,66490.47,74093.266,90783.39,36640.906,2174.6812,14271.813,"MESOZOIC","VOLCANIC","STERILE"
5207795.5,-3246449.0,-342.0,-9.0E-4,69636.4,-90.0,-90.0,0.0208,9703.978,219023.17,236172.22,5.0,271630.56,22497.516,104479.84,3480.8174,37230.234,103483.13,148464.73,82455.414,"MESOZOIC","METAMORPHIC","GISEMENT"
5438311.0,-2719228.0,-396.0,-5.0E-4,63395.1,-101.0,-91.0,0.0566,4157.498,347862.7,29881.32,17.0,242105.64,171441.75,61854.234,54060.316,104961.23,55766.473,10395.77,4665.839,"PALEOZOIC","METAMORPHIC","GISEMENT"
5535686.5,-2628883.5,-375.0,-1.0E-4,66397.4,-198.0,-71.0,0.0629,4315.5107,434526.88,49404.215,66.0,158749.27,78481.484,117613.45,18727.674,13390.582,41236.06,47686.406,77439.26,"MESOZOIC","VOLCANIC","STERILE"
5387256.0,-3287942.0,-168.0,1.0E-4,43540.3,-75.0,-42.0,0.0079,10861.985,400312.75,278382.4,6.0,262321.25,520.7914,27262.877,53220.4,26286.402,47097.246,91338.766,169679.19,"PALEOZOIC","SEDIMENTARY","STERILE"
5323789.5,-3292717.8,-214.0,3.0E-4,46542.6,-60.0,-45.0,0.0097,3334.4124,337663.62,272699.34,18.0,272443.75,27991.97,30205.062,65698.03,25718.652,19753.414,92125.64,175462.3,"PROTEROZOIC","PLUTONIC","STERILE"
5320678.5,-3311574.2,-160.0,0.0017,45950.7,-66.0,-1.0,0.0099,9602.663,336509.38,290959.66,17.0,291547.97,46821.395,43247.2,56965.74,11382.18,14541.686,111109.07,166526.06,"PROTEROZOIC","PLUTONIC","STERILE"
5261316.5,-3294353.8,-304.0,-6.0E-4,54757.5,-101.0,-82.0,0.0362,8682.3545,275690.22,272376.28,11.0,292163.28,50061.7,82981.32,22339.45,6689.0815,32921.043,126416.79,113036.86,"PROTEROZOIC","PLUTONIC","STERILE"
5207735.0,-3294358.5,-342.0,-0.001,68632.8,-88.0,-97.0,0.0365,8734.605,222394.05,281956.3,10.0,314160.66,67086.805,129737.945,7283.2065,45867.656,78095.99,168457.17,59820.71,"PROTEROZOIC","VOLCANIC","GISEMENT"
5209753.5,-3304309.5,-340.0,-0.001,68632.8,-136.0,-97.0,0.0384,4532.637,225425.55,291026.3,8.0,322075.1,75602.83,132758.7,7278.2026,45820.41,70445.51,172322.42,61068.086,"PROTEROZOIC","VOLCANIC","GISEMENT"
5210758.0,-3229151.8,-336.0,-8.0E-4,69636.4,-90.0,-82.0,0.048,8168.997,220240.42,218862.5,6.0,254950.48,5319.728,92962.61,10026.066,33275.4,109868.64,141609.83,97190.13,"PROTEROZOIC","VOLCANIC","GISEMENT"
5208362.5,-3259986.5,-344.0,-9.0E-4,69309.1,-88.0,-93.0,0.0067,7636.1045,219830.1,248849.66,8.0,283339.25,34882.344,111599.89,1104.5454,38182.555,96013.87,152318.02,74114.766,"PROTEROZOIC","VOLCANIC","GISEMENT"
5204362.5,-3328226.2,-334.0,-0.0012,68623.1,-136.0,-95.0,0.0401,2253.7463,222524.14,315528.25,12.0,345824.72,99829.53,117816.25,17304.809,55317.17,60190.95,191276.39,60743.023,"PROTEROZOIC","VOLCANIC","GISEMENT"
5281427.5,-3324278.0,-217.0,0.001,53816.1,-52.0,-25.0,0.0218,2572.0105,298774.1,301361.0,9.0,313527.38,71721.664,83028.82,34916.85,4282.8896,254.99792,138152.6,130439.37,"PROTEROZOIC","PLUTONIC","STERILE"
5213257.0,-3332620.0,-329.0,-0.001,59022.3,-136.0,-92.0,0.0345,6199.0166,231823.56,317681.44,5.0,345910.44,101027.96,117219.01,9458.112,47380.39,50457.375,187558.92,70653.92,"PROTEROZOIC","VOLCANIC","GISEMENT"
5209915.0,-3350553.5,-316.0,-8.0E-4,68710.7,-132.0,-83.0,0.0331,10851.075,230344.53,335909.53,8.0,363606.78,119136.01,99681.17,15987.832,57107.992,42018.758,202541.95,75894.61,"PROTEROZOIC","VOLCANIC","GISEMENT"
5221432.0,-3381479.2,-292.0,-4.0E-4,58773.2,-132.0,-71.0,0.0204,6117.44,244983.03,316763.6,9.0,387766.1,145163.45,81561.79,13203.142,59160.76,13746.95,218899.75,49410.844,"PROTEROZOIC","VOLCANIC","GISEMENT"
5227711.0,-3414906.5,-275.0,-3.0E-4,55387.1,-120.0,-65.0,0.0127,9724.408,254526.3,283831.12,15.0,416806.6,174964.38,68607.4,31250.117,59296.84,14022.088,243498.5,30279.873,"PROTEROZOIC","PLUTONIC","STERILE"
5240754.0,-3391953.2,-268.0,-1.0E-4,54102.6,-132.0,-63.0,0.0132,10727.003,265267.34,307971.4,14.0,390738.53,149000.73,90479.51,18807.201,45377.777,7893.385,217099.81,53367.098,"PROTEROZOIC","PLUTONIC","STERILE"
5214653.0,-3430352.0,-282.0,-3.0E-4,52878.6,-120.0,-63.0,0.0151,2237.0015,243037.33,267632.2,30.0,435874.1,193811.33,50546.51,30297.902,45237.46,29761.148,263439.7,15913.898,"PROTEROZOIC","SEDIMENTARY","STERILE"
5231405.5,-3439056.5,-264.0,-1.0E-4,55313.4,-120.0,-60.0,0.0083,849.308,260559.53,260123.55,48.0,438235.3,196561.56,64365.645,11531.722,35551.18,38273.465,262959.9,34647.27,"PROTEROZOIC","PLUTONIC","STERILE"
5221668.5,-3477382.0,-292.0,-7.0E-4,50614.0,-127.0,-84.0,0.0078,1515.8041,254608.39,221073.02,158.0,477641.84,231755.08,60526.2,16681.547,3305.596,75644.34,301674.06,46374.51,"MESOZOIC","METAMORPHIC","STERILE"
5248580.5,-3466382.8,-217.0,9.0E-4,51054.4,-127.0,-34.0,0.0024,615.80597,280318.47,235554.31,201.0,459073.16,205412.97,82405.72,6021.7686,24003.72,64416.324,280945.9,63791.902,"PROTEROZOIC","PLUTONIC","STERILE"
5162594.0,-3457257.5,-241.0,1.0E-4,68328.6,-117.0,-21.0,0.0305,4777.742,193851.98,244178.62,25.0,480331.56,235305.81,9336.918,52796.914,54594.062,81941.555,314806.03,88.43515,"MESOZOIC","METAMORPHIC","STERILE"
5141818.0,-3469152.2,-184.0,0.001,64297.7,-88.0,22.0,0.0333,7153.137,174335.83,237106.6,23.0,499889.38,253875.36,32614.434,53412.5,35241.38,105416.484,336875.75,21414.133,"PALEOZOIC","VOLCANIC","GISEMENT"
5143325.5,-3487533.0,-172.0,0.0013,64889.4,-88.0,32.0,0.0323,1771.3597,177626.12,219009.3,35.0,515868.6,270421.4,45218.43,40916.582,38747.34,116988.35,350610.34,34019.227,"PROTEROZOIC","PLUTONIC","STERILE"
5259141.5,-3499060.8,-257.0,-8.0E-4,57092.3,-119.0,-88.0,0.0034,325.7524,294014.12,206082.52,321.0,487924.56,225041.42,103790.04,14938.462,30031.879,66460.96,274998.7,89651.555,"PROTEROZOIC","PLUTONIC","STERILE"
5536588.5,-3029765.0,-224.0,1.0E-4,55904.6,-133.0,-56.0,0.0615,9802.586,464080.06,126832.016,1.0,10073.632,22976.61,101201.58,54063.383,29422.744,22073.104,80492.42,92017.25,"MESOZOIC","PLUTONIC","STERILE"
5527861.5,-3029288.5,-235.0,0.0,54031.0,-133.0,-61.0,0.0515,11543.935,455391.7,119034.77,2.0,7071.8833,19307.512,108697.07,60286.977,38021.3,14679.206,77158.34,91474.03,"MESOZOIC","PLUTONIC","GISEMENT"
5536243.0,-3043847.0,-210.0,2.0E-4,55904.6,-133.0,-52.0,0.0577,14205.002,466220.28,133955.38,1.0,1485.5127,10374.928,109024.49,64943.28,27522.92,29937.928,93666.65,78092.77,"PALEOZOIC","VOLCANIC","GISEMENT"
5512933.5,-2989255.5,-294.0,-3.0E-4,53598.5,-92.0,-73.0,0.0457,10069.529,435701.7,89717.31,3.0,37637.586,46393.05,101355.74,60599.426,60848.617,19673.596,34443.48,131570.75,"PALEOZOIC","METAMORPHIC","STERILE"
5508798.5,-2996326.5,-286.0,-3.0E-4,55930.4,-92.0,-74.0,0.0404,2808.13,432200.28,87714.88,4.0,29478.072,38203.324,108727.73,58163.164,62796.254,16100.189,39765.445,124870.02,"PROTEROZOIC","PLUTONIC","STERILE"
5408877.0,-3124087.8,-257.0,0.0,53631.8,-129.0,-64.0,0.0342,1493.651,367466.38,129513.01,9.0,100938.93,121043.234,35700.55,4210.837,13541.815,31877.398,16096.627,64054.723,"PROTEROZOIC","VOLCANIC","STERILE"
5390463.5,-3077497.8,-306.0,-3.0E-4,60116.9,-82.0,-72.0,0.0311,6034.3467,334825.62,80557.805,3.0,52014.59,91214.35,55539.56,27420.635,7492.725,3391.8452,61795.004,102000.79,"PROTEROZOIC","VOLCANIC","STERILE"
5308361.5,-3052209.0,-344.0,-1.0E-4,69887.8,-111.0,-51.0,0.0264,5605.183,248968.11,38053.117,10.0,52907.844,150461.38,52886.82,10612.752,22314.69,62280.77,87269.66,184823.86,"PROTEROZOIC","VOLCANIC","STERILE"
5416625.5,-2839564.0,-379.0,-2.0E-4,63512.6,-66.0,-69.0,0.0431,37781.94,332539.03,17565.244,0.0,150830.78,175495.4,116656.73,129647.914,79263.88,19845.61,17672.174,43336.426,"PROTEROZOIC","PLUTONIC","STERILE"
5404136.5,-2961315.2,-359.0,-1.0E-4,67692.7,-228.0,-65.0,0.0255,13588.923,325610.2,22651.82,1.0,29094.555,69936.06,169865.8,57847.086,92690.76,54337.63,32056.594,112230.98,"PROTEROZOIC","PLUTONIC","STERILE"
5394263.5,-2807347.5,-378.0,-2.0E-4,68828.5,-100.0,-68.0,0.0458,12804.488,309815.53,23677.42,1.0,179739.88,212201.66,121299.52,148093.22,60085.973,2494.944,10145.703,49253.543,"PROTEROZOIC","PLUTONIC","STERILE"
5383680.5,-2841124.8,-368.0,-1.0E-4,69017.3,-100.0,-57.0,0.0398,34086.902,299718.56,21676.746,0.0,145653.55,183728.14,145436.7,162530.84,50589.16,9079.231,32415.125,14357.867,"PROTEROZOIC","VOLCANIC","STERILE"
5347576.0,-2840929.5,-346.0,1.0E-4,67612.5,-86.0,-39.0,0.0365,7945.181,263668.5,25308.803,2.0,137515.73,200352.12,177794.53,162997.1,19242.28,20539.795,12502.831,13280.979,"PROTEROZOIC","VOLCANIC","GISEMENT"
5389810.5,-2917094.5,-364.0,0.0,67830.0,-91.0,-56.0,0.0303,13027.273,311220.56,33642.324,1.0,69949.07,113442.8,177568.12,99478.01,57239.88,57571.145,30504.213,65863.38,"MESOZOIC","PLUTONIC","STERILE"
5397467.5,-2957451.5,-359.0,-1.0E-4,67692.7,-99.0,-65.0,0.026,5945.7275,318887.84,15835.915,1.0,31515.145,77392.625,172209.72,65508.723,85012.266,60481.516,38371.043,106926.14,"PROTEROZOIC","PLUTONIC","STERILE"
5425849.5,-2991027.0,-337.0,-2.0E-4,57578.0,-228.0,-72.0,0.0227,20770.156,349135.8,22895.342,0.0,4442.735,33942.582,148778.0,24147.984,86908.766,27834.113,4038.147,147124.36,"MESOZOIC","PLUTONIC","STERILE"
5433458.0,-2992610.0,-337.0,-2.0E-4,64388.2,-228.0,-72.0,0.0222,13403.68,356868.03,25666.496,2.0,4493.362,27081.527,150683.66,17350.799,88095.016,25899.496,8680.039,150496.48,"PALEOZOIC","VOLCANIC","STERILE"
5520161.5,-2696703.0,-358.0,1.0E-4,69935.6,-187.0,-58.0,0.0487,1811.829,424649.72,49040.914,198.0,219999.73,117134.414,49121.805,21351.572,27448.35,25377.184,17448.158,23213.889,"MESOZOIC","PLUTONIC","STERILE"
5531266.5,-2695115.8,-352.0,2.0E-4,69596.6,-187.0,-54.0,0.0527,1412.4473,435415.53,39033.14,120.0,220799.53,105916.555,56552.77,22777.424,19545.49,36191.6,28268.113,21020.158,"MESOZOIC","PLUTONIC","GISEMENT"
5539837.0,-2710030.2,-340.0,2.0E-4,67839.5,-152.0,-49.0,0.0542,5654.9443,446180.3,44953.246,11.0,237366.1,100711.1,52479.258,39872.86,32494.5,35138.61,40428.676,4105.0615,"MESOZOIC","PLUTONIC","STERILE"
5366498.0,-2776383.2,-371.0,-2.0E-4,69328.0,-108.0,-68.0,0.0446,12687.591,282050.0,2360.9092,8.0,204772.81,250307.6,135175.02,134482.64,26499.182,43342.004,31012.082,29623.104,"MESOZOIC","PLUTONIC","STERILE"
5354215.0,-2787807.0,-353.0,-1.0E-4,70457.6,-108.0,-53.0,0.0394,9237.117,269766.88,1483.9052,8.0,190246.11,244331.92,150286.16,134000.84,16926.574,46013.098,20801.82,35997.152,"PROTEROZOIC","PLUTONIC","STERILE"
5391481.5,-2764525.5,-386.0,-4.0E-4,63696.0,-108.0,-82.0,0.0536,6596.329,306803.6,28977.674,5.0,222388.02,231776.08,108016.33,111478.77,48983.773,26590.037,29242.54,27177.14,"PALEOZOIC","METAMORPHIC","STERILE"
5473626.0,-2690420.5,-389.0,-3.0E-4,66337.2,-151.0,-81.0,0.0528,1963.8907,377696.3,44031.105,98.0,209914.33,133834.02,54499.7,25713.06,67425.42,29671.568,22494.049,43904.5,"PALEOZOIC","METAMORPHIC","GISEMENT"
5537774.0,-2491334.2,-446.0,-0.0011,71941.4,-163.0,-127.0,0.0639,5998.665,428833.1,49498.35,4.0,59690.133,77778.99,114708.32,32961.0,53890.234,1495.7848,108791.39,12819.805,"PROTEROZOIC","VOLCANIC","STERILE"
5425196.0,-2779442.5,-390.0,-4.0E-4,66330.9,-102.0,-82.0,0.052,18819.232,340747.78,55304.086,2.0,211442.55,232547.33,81484.016,111901.586,84421.586,10209.866,822.56995,21658.277,"MESOZOIC","PLUTONIC","STERILE"
5453115.0,-2797548.2,-382.0,-2.0E-4,68155.6,-60.0,-75.0,0.0487,757.16345,368666.75,60299.574,3.0,199412.34,213672.06,63805.332,88717.664,115653.82,1696.7275,11518.068,49143.688,"PALEOZOIC","VOLCANIC","STERILE"
5490240.5,-2798843.5,-361.0,0.0,67498.4,-60.0,-65.0,0.0476,14770.986,405792.53,93385.94,2.0,206399.44,187732.56,32842.195,52791.168,115773.31,24706.242,9115.848,64372.395,"PALEOZOIC","SEDIMENTARY","STERILE"
5533252.5,-2589395.2,-402.0,-3.0E-4,67162.0,-184.0,-89.0,0.0664,1277.6189,429860.12,85282.445,62.0,121565.61,45186.71,120116.08,16872.994,26743.428,21242.82,61457.387,107454.12,"PALEOZOIC","SEDIMENTARY","STERILE"
5577850.0,-2507789.5,-398.0,-4.0E-4,67658.1,-222.0,-93.0,0.0605,4784.644,469774.78,92798.08,36.0,102468.13,93529.266,149932.11,2873.7385,10730.949,14292.511,75461.234,37076.19,"PROTEROZOIC","VOLCANIC","GISEMENT"
5517999.0,-2520360.8,-440.0,-8.0E-4,70994.7,-223.0,-119.0,0.0599,10756.34,410730.03,55822.105,7.0,55668.027,42894.03,88993.85,6916.768,63068.316,957.0581,111754.93,39169.86,"PROTEROZOIC","VOLCANIC","STERILE"
5545064.5,-2536837.5,-416.0,-6.0E-4,70718.4,-223.0,-102.0,0.0614,4170.442,438683.06,84398.5,44.0,86727.625,50568.805,115904.305,31614.879,31876.762,4672.514,95769.65,58636.156,"PROTEROZOIC","PLUTONIC","STERILE"
5292641.5,-3164812.2,-326.0,-4.0E-4,61738.1,-109.0,-67.0,0.0154,2292.3086,274597.25,142143.27,20.0,160280.14,82889.016,9007.447,74567.79,1707.482,58113.48,69879.875,179889.05,"PROTEROZOIC","PLUTONIC","STERILE"
5294952.0,-3080850.8,-323.0,1.0E-4,72586.5,-97.0,-38.0,0.0269,1552.1511,245665.22,58937.95,17.0,84497.08,163530.97,24419.19,7278.3623,46862.723,64990.38,114844.6,185668.1,"PROTEROZOIC","PLUTONIC","STERILE"
5327098.0,-3062560.2,-345.0,-2.0E-4,70465.3,-111.0,-60.0,0.0269,16084.325,270059.94,51413.97,2.0,53435.168,136089.61,61192.297,28477.902,42616.758,40938.117,78698.0,163418.84,"PROTEROZOIC","VOLCANIC","STERILE"
5327315.5,-3049651.0,-349.0,-2.0E-4,70465.3,-112.0,-60.0,0.0269,10991.084,266042.9,39137.273,1.0,41866.008,131554.8,69087.62,29709.498,35482.88,46096.875,70091.14,169754.33,"PROTEROZOIC","VOLCANIC","STERILE"
5325715.5,-3026785.8,-355.0,-2.0E-4,70457.6,-112.0,-59.0,0.0256,7604.285,257374.42,20997.504,2.0,22323.434,128363.51,82492.71,37053.492,30225.174,57135.004,60724.074,168676.69,"PROTEROZOIC","VOLCANIC","STERILE"
5328998.0,-3109104.8,-326.0,-2.0E-4,61636.5,-112.0,-61.0,0.021,5665.8013,287258.22,96662.02,5.0,94950.56,147139.81,39151.8,31052.434,36754.348,28028.38,83276.4,145238.88,"PROTEROZOIC","SEDIMENTARY","STERILE"
5345662.0,-3109175.2,-318.0,-2.0E-4,62624.7,-112.0,-66.0,0.0231,17211.13,302887.6,95957.85,3.0,89132.07,145413.33,25271.547,45683.953,42308.082,12508.862,73541.33,128995.89,"PROTEROZOIC","PLUTONIC","STERILE"
5585977.0,-2722387.5,-285.0,5.0E-4,69322.9,-156.0,-32.0,0.082,4435.0635,493763.94,56953.6,6.0,264392.7,65220.047,88361.305,16686.43,37509.88,28105.793,29770.18,24155.154,"MESOZOIC","VOLCANIC","STERILE"
5617004.5,-2722388.2,-254.0,4.0E-4,61280.7,-88.0,-34.0,0.0929,15315.139,524327.06,75538.125,1.0,278390.22,45118.633,115473.72,12554.772,7315.495,1246.4174,12969.575,25556.746,"MESOZOIC","VOLCANIC","STERILE"
5611210.0,-2717190.0,-265.0,4.0E-4,61280.7,-88.0,-33.0,0.0913,15796.0,517761.22,67755.49,2.0,271014.97,44157.08,113432.47,8843.929,14136.282,8841.396,20477.314,27538.385,"MESOZOIC","VOLCANIC","STERILE"
5603072.5,-2485839.8,-376.0,-2.0E-4,64146.1,-252.0,-80.0,0.0578,5880.2666,493716.47,86163.13,26.0,124122.56,126741.484,178929.86,24807.326,9798.964,21119.209,43787.562,11728.181,"PALEOZOIC","SEDIMENTARY","GISEMENT"
5592017.5,-2504481.5,-388.0,-3.0E-4,63746.4,-222.0,-87.0,0.0596,1441.0381,483732.66,100578.99,57.0,115457.8,107303.47,164429.97,11587.335,1805.8022,23579.71,61432.664,32576.889,"PROTEROZOIC","PLUTONIC","GISEMENT"
5242227.5,-3682017.2,-243.0,-4.0E-4,47464.1,-42.0,-72.0,0.0415,5370.2285,298254.75,40799.277,15.0,670178.1,131483.23,154238.19,12117.084,11132.42,23526.879,183377.78,234587.56,"PALEOZOIC","VOLCANIC","STERILE"
5307686.5,-3279800.2,-242.0,-1.0E-4,52757.6,-60.0,-60.0,0.0172,2571.3215,320329.53,257956.16,10.0,263468.62,21087.264,35572.05,70836.99,34417.316,705.7062,86508.125,160821.56,"PROTEROZOIC","PLUTONIC","STERILE"
5398289.0,-3127582.2,-262.0,-1.0E-4,55243.9,-97.0,-64.0,0.0326,8948.04,358637.3,127483.086,10.0,102620.41,128638.586,25364.543,14923.631,13398.411,22967.959,25108.932,73664.805,"PROTEROZOIC","PLUTONIC","STERILE"
5401489.5,-3148337.0,-252.0,-1.0E-4,54571.0,-129.0,-61.0,0.0315,6494.6514,369148.12,147643.14,8.0,123606.766,133921.52,12364.081,12021.674,23819.43,32652.26,27235.027,69826.77,"PROTEROZOIC","PLUTONIC","STERILE"
5408089.5,-3162481.8,-234.0,0.0,54571.0,-101.0,-55.0,0.0302,9604.137,380603.7,163248.8,9.0,138525.73,122776.46,5753.7065,5855.6074,29513.688,44263.688,27083.555,66571.016,"PALEOZOIC","METAMORPHIC","STERILE"
5404131.0,-3172285.8,-238.0,-1.0E-4,55557.6,-101.0,-55.0,0.027,3002.4282,380643.5,170770.11,12.0,147699.56,112206.6,4305.0884,10430.403,37901.543,44813.78,21181.123,73997.54,"PALEOZOIC","METAMORPHIC","STERILE"
5404131.0,-3172285.8,-238.0,-1.0E-4,55557.6,-101.0,-55.0,0.027,3002.4282,380643.5,170770.11,12.0,147699.56,112206.6,4305.0884,10430.403,37901.543,44813.78,21181.123,73997.54,"PALEOZOIC","METAMORPHIC","STERILE"
5312583.0,-3279824.5,-242.0,-1.0E-4,46446.7,-60.0,-60.0,0.0141,4776.127,325207.06,258474.92,11.0,262270.0,19502.25,31401.635,75394.92,34469.703,3501.5579,84231.7,165660.73,"PROTEROZOIC","PLUTONIC","STERILE"
5314662.5,-3284166.5,-242.0,-1.0E-4,46446.7,-60.0,-60.0,0.0145,6394.5073,327704.84,263024.7,14.0,266001.03,22920.51,32303.104,75767.734,30422.955,7522.967,87270.78,167149.34,"PROTEROZOIC","PLUTONIC","STERILE"
5305977.5,-3217124.8,-291.0,-4.0E-4,55164.1,-86.0,-74.0,0.0034,8086.3574,306589.3,195429.38,13.0,204143.08,37550.977,6472.7764,94083.39,22744.256,25802.08,45999.203,179658.19,"PROTEROZOIC","PLUTONIC","STERILE"
5302282.0,-3217126.5,-306.0,-6.0E-4,55164.1,-86.0,-81.0,0.0033,9562.932,303129.94,195051.4,12.0,205435.67,36335.547,9715.285,90731.37,19186.309,29472.531,49562.68,176430.95,"PROTEROZOIC","PLUTONIC","STERILE"
5241115.0,-3139564.5,-285.0,4.0E-4,67477.7,-127.0,-21.0,0.0285,6966.2856,217350.47,124289.914,8.0,160876.5,89157.42,34226.76,52825.395,44177.566,115385.81,126926.86,188578.36,"PROTEROZOIC","VOLCANIC","STERILE"
5299929.5,-3233597.2,-299.0,-5.0E-4,51146.3,-108.0,-80.0,0.0116,2524.1658,306710.3,211265.72,6.0,221690.7,20005.895,19687.111,81656.625,20484.902,37271.13,58103.65,166800.22,"PROTEROZOIC","PLUTONIC","STERILE"
5775139.0,-2672365.5,-93.0,3.0E-4,42170.2,-49.0,-30.0,0.1113,2901.7205,676119.9,213332.53,2.0,352767.7,95247.58,124844.98,12532.576,41364.56,32076.285,48878.957,34843.332,"PALEOZOIC","PLUTONIC","STERILE"
5197537.0,-3282964.0,-342.0,-0.001,68901.7,-85.0,-95.0,0.0378,8833.334,211077.28,274051.56,8.0,308718.7,60229.547,133208.16,14648.404,53534.594,93119.93,171664.5,53162.703,"PROTEROZOIC","VOLCANIC","GISEMENT"
5299151.5,-3319506.2,-175.0,0.0017,48843.8,-52.0,-3.0,0.0187,7143.6196,315912.66,296961.72,9.0,304038.53,61394.16,65795.11,53011.71,9800.753,12466.504,125864.3,145691.75,"PROTEROZOIC","PLUTONIC","STERILE"
5694029.5,-2808234.5,-163.0,-4.0E-4,40621.7,-32.0,-60.0,0.1146,20613.697,609581.3,190697.64,0.0,280485.5,61572.918,12942.379,55420.992,24103.377,18446.094,42290.17,103774.17,"PALEOZOIC","PLUTONIC","STERILE"
5672170.0,-2859530.8,-173.0,-3.0E-4,45017.0,-84.0,-61.0,0.1152,7085.9233,588791.4,218615.16,1.0,225376.69,115129.69,62132.332,77968.33,3915.0737,17376.828,12189.688,139711.53,"MESOZOIC","VOLCANIC","STERILE"
5587774.0,-2620339.8,-339.0,1.0E-4,63497.8,-205.0,-54.0,0.0769,4158.3687,486043.44,56760.234,12.0,177065.48,77462.01,150276.2,7361.778,34387.76,40108.246,2026.201,54682.965,"PALEOZOIC","METAMORPHIC","STERILE"
5556686.5,-2681736.0,-335.0,3.0E-4,67435.7,-188.0,-47.0,0.0651,5617.639,459038.06,12064.602,56.0,215617.12,79529.31,83548.83,34643.004,17392.111,13697.999,54844.758,21666.88,"PALEOZOIC","SEDIMENTARY","STERILE"
5541667.5,-3518058.5,-30.0,5.0E-4,38978.3,-106.0,19.0,0.0331,8064.9727,577049.44,381992.4,4.0,451531.12,34074.062,87922.445,83438.12,2075.2734,11173.106,24302.273,354477.53,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5541357.0,-3505789.5,-28.0,5.0E-4,38814.3,-106.0,20.0,0.0333,7022.62,575543.06,387646.5,5.0,439343.38,24932.646,91705.73,82156.15,7779.1396,21082.41,33574.555,351178.7,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5538075.5,-3550173.2,-37.0,4.0E-4,38461.5,-41.0,15.0,0.0321,11243.653,576592.7,364686.78,4.0,483839.78,60971.227,76305.305,91390.04,9150.931,22636.746,3001.423,360791.62,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5531191.0,-3461832.5,-27.0,7.0E-4,39131.9,-105.0,22.0,0.0331,9545.324,561136.8,402912.7,1.0,396795.1,1092.4073,65142.42,41341.734,12644.843,19011.48,75241.29,327161.44,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5516484.0,-3468893.5,-25.0,8.0E-4,40217.3,-105.0,26.0,0.0306,17655.934,547188.6,386867.03,1.0,405936.28,15625.196,53573.03,46930.348,1082.8696,14706.662,77653.22,319981.75,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5507145.5,-3464208.2,-29.0,8.0E-4,42073.0,-105.0,24.0,0.0291,13870.828,537437.7,382224.03,1.0,402961.25,17562.17,43130.293,43994.062,10926.387,5048.041,87350.195,310115.06,"PROTEROZOIC","VOL_SEDIMENTARY","STERILE"
5448269.0,-3454638.8,-59.0,5.0E-4,41422.9,-27.0,7.0,0.0255,4791.5547,477908.5,344236.16,24.0,408974.03,48680.4,21343.963,8146.1826,23751.066,47136.207,134105.28,250515.78,"PROTEROZOIC","PLUTONIC","STERILE"
5437120.5,-3469736.8,-59.0,5.0E-4,40105.9,-27.0,6.0,0.0272,1965.8904,468286.38,325692.2,61.0,426868.94,67135.93,5725.6606,18065.664,9169.45,46846.88,130474.7,241733.8,"PROTEROZOIC","UNDIFFERENT","STERILE"
5619025.5,-3467750.2,-48.0,3.0E-4,42344.2,-152.0,8.0,0.0521,11620.49,649129.44,473990.72,7.0,391765.2,26340.887,152603.7,1973.9116,90454.75,99079.14,72762.96,359375.3,"MESOZOIC","VOLCANIC","STERILE"
5242442.5,-3557738.5,-271.0,-5.0E-4,54488.3,-114.0,-83.0,0.0141,856.72064,283091.53,145078.77,88.0,548897.2,251882.36,131355.12,14236.821,22909.088,40493.75,258505.78,119312.13,"PROTEROZOIC","PLUTONIC","STERILE"
5418158.0,-2799097.8,-387.0,-3.0E-4,66961.2,-102.0,-77.0,0.0489,28537.588,333710.1,34553.652,0.0,190813.08,214986.3,96154.625,122875.58,81834.19,12980.459,13661.405,40113.855,"PALEOZOIC","SEDIMENTARY","STERILE"
5456092.0,-2502335.8,-430.0,-7.0E-4,70425.8,-122.0,-110.0,0.0667,4861.657,347902.94,31257.566,18.0,28219.592,39592.47,35725.125,27449.617,53183.445,60714.72,50554.6,13380.321,"MESOZOIC","VOLCANIC","STERILE"
5443572.0,-1721602.8,-184.0,1.0E-4,40935.9,-158.0,-48.0,0.1266,14797.44,546788.25,287430.16,1.0,64271.332,9535.584,41350.82,125739.02,83804.195,382842.66,156373.86,267017.0,"PROTEROZOIC","PLUTONIC","STERILE"
5494951.5,-2299173.5,-363.0,0.0,63060.8,-147.0,-66.0,0.0495,2609.267,383118.16,78003.04,16.0,6751.636,167386.08,142354.5,96782.35,54168.06,17163.6,40637.7,20268.82,"PALEOZOIC","SEDIMENTARY","STERILE"
